"1";"6";"137";"34";"1: 0.75 sec elapsed"
"2";"6";"137";"34";"2: 1.06 sec elapsed"
"3";"6";"137";"34";"3: 1.4 sec elapsed"
"4";"6";"137";"34";"4: 1.71 sec elapsed"
"5";"6";"137";"34";"5: 2.06 sec elapsed"
"6";"6";"137";"34";"6: 2.39 sec elapsed"
"7";"6";"137";"34";"7: 2.73 sec elapsed"
"8";"6";"137";"34";"8: 3.06 sec elapsed"
"9";"6";"137";"34";"9: 3.39 sec elapsed"
"10";"6";"137";"34";"10: 3.71 sec elapsed"
"20";"6";"137";"34";"20: 7.03 sec elapsed"
"30";"6";"137";"34";"30: 10.37 sec elapsed"
"40";"6";"137";"34";"40: 13.67 sec elapsed"
"50";"6";"137";"34";"50: 16.85 sec elapsed"
"60";"6";"137";"34";"60: 20.14 sec elapsed"
"70";"6";"137";"34";"70: 23.45 sec elapsed"
"80";"6";"137";"34";"80: 26.84 sec elapsed"
"90";"6";"137";"34";"90: 30.18 sec elapsed"
"100";"6";"137";"34";"100: 33.4 sec elapsed"
