"1";"6";"149";"40";"1: 0.56 sec elapsed"
"2";"6";"149";"40";"2: 0.84 sec elapsed"
"3";"4";"209";"38";"3: 1.15 sec elapsed"
"4";"4";"209";"38";"4: 1.43 sec elapsed"
"5";"4";"209";"38";"5: 1.7 sec elapsed"
"6";"4";"209";"38";"6: 2 sec elapsed"
"7";"4";"209";"38";"7: 2.28 sec elapsed"
"8";"4";"209";"38";"8: 2.57 sec elapsed"
"9";"4";"209";"38";"9: 2.86 sec elapsed"
"10";"4";"209";"38";"10: 3.17 sec elapsed"
"20";"4";"209";"38";"20: 6.23 sec elapsed"
"30";"4";"209";"38";"30: 9.37 sec elapsed"
"40";"4";"209";"38";"40: 12.32 sec elapsed"
"50";"4";"209";"38";"50: 15.39 sec elapsed"
"60";"4";"209";"38";"60: 18.4 sec elapsed"
"70";"4";"209";"38";"70: 21.42 sec elapsed"
"80";"4";"209";"38";"80: 24.53 sec elapsed"
"90";"4";"209";"38";"90: 27.57 sec elapsed"
"100";"4";"209";"38";"100: 30.61 sec elapsed"
