"1";"8";"149";"40";"1: 0.55 sec elapsed"
"2";"6";"165";"33";"2: 0.84 sec elapsed"
"3";"6";"165";"33";"3: 1.12 sec elapsed"
"4";"6";"165";"33";"4: 1.41 sec elapsed"
"5";"6";"165";"33";"5: 1.72 sec elapsed"
"6";"6";"165";"33";"6: 2.03 sec elapsed"
"7";"6";"165";"33";"7: 2.33 sec elapsed"
"8";"6";"165";"33";"8: 2.61 sec elapsed"
"9";"6";"165";"33";"9: 2.89 sec elapsed"
"10";"6";"165";"33";"10: 3.17 sec elapsed"
"20";"6";"165";"33";"20: 6.06 sec elapsed"
"30";"6";"165";"33";"30: 8.83 sec elapsed"
"40";"6";"165";"33";"40: 11.69 sec elapsed"
"50";"6";"165";"33";"50: 14.45 sec elapsed"
"60";"6";"165";"33";"60: 17.33 sec elapsed"
"70";"6";"165";"33";"70: 20.16 sec elapsed"
"80";"6";"165";"33";"80: 23.03 sec elapsed"
"90";"6";"165";"33";"90: 26.28 sec elapsed"
"100";"6";"165";"33";"100: 29.45 sec elapsed"
