"1";"5";"117";"33";"1: 0.61 sec elapsed"
"2";"5";"117";"33";"2: 0.89 sec elapsed"
"3";"5";"117";"33";"3: 1.22 sec elapsed"
"4";"5";"117";"33";"4: 1.55 sec elapsed"
"5";"5";"117";"33";"5: 1.86 sec elapsed"
"6";"5";"117";"33";"6: 2.17 sec elapsed"
"7";"5";"117";"33";"7: 2.5 sec elapsed"
"8";"5";"117";"33";"8: 2.82 sec elapsed"
"9";"5";"117";"33";"9: 3.17 sec elapsed"
"10";"5";"117";"33";"10: 3.47 sec elapsed"
"20";"5";"117";"33";"20: 6.77 sec elapsed"
"30";"5";"117";"33";"30: 10.08 sec elapsed"
"40";"5";"117";"33";"40: 13.33 sec elapsed"
"50";"5";"117";"33";"50: 16.46 sec elapsed"
"60";"5";"117";"33";"60: 19.44 sec elapsed"
"70";"5";"117";"33";"70: 22.46 sec elapsed"
"80";"5";"117";"33";"80: 25.53 sec elapsed"
"90";"5";"117";"33";"90: 28.67 sec elapsed"
"100";"5";"117";"33";"100: 31.96 sec elapsed"
