"1";"6";"147";"39";"1: 0.73 sec elapsed"
"2";"6";"147";"39";"2: 1.09 sec elapsed"
"3";"7";"146";"34";"3: 1.42 sec elapsed"
"4";"7";"146";"34";"4: 1.76 sec elapsed"
"5";"7";"146";"34";"5: 2.15 sec elapsed"
"6";"7";"146";"34";"6: 2.54 sec elapsed"
"7";"7";"146";"34";"7: 2.92 sec elapsed"
"8";"7";"146";"34";"8: 3.36 sec elapsed"
"9";"7";"146";"34";"9: 3.67 sec elapsed"
"10";"7";"146";"34";"10: 4 sec elapsed"
"20";"7";"146";"34";"20: 7.61 sec elapsed"
"30";"7";"146";"34";"30: 11.5 sec elapsed"
"40";"7";"146";"34";"40: 15.56 sec elapsed"
"50";"7";"146";"34";"50: 19.43 sec elapsed"
"60";"7";"146";"34";"60: 23.25 sec elapsed"
"70";"7";"146";"34";"70: 27 sec elapsed"
"80";"7";"146";"34";"80: 30.79 sec elapsed"
"90";"7";"146";"34";"90: 34.48 sec elapsed"
"100";"7";"146";"34";"100: 38.29 sec elapsed"
