"1";"5";"176";"48";"1: 0.55 sec elapsed"
"2";"5";"176";"48";"2: 0.86 sec elapsed"
"3";"6";"224";"46";"3: 1.21 sec elapsed"
"4";"6";"224";"46";"4: 1.55 sec elapsed"
"5";"6";"224";"46";"5: 1.88 sec elapsed"
"6";"6";"224";"46";"6: 2.19 sec elapsed"
"7";"6";"224";"46";"7: 2.52 sec elapsed"
"8";"6";"224";"46";"8: 2.83 sec elapsed"
"9";"7";"238";"44";"9: 3.14 sec elapsed"
"10";"7";"238";"44";"10: 3.47 sec elapsed"
"20";"7";"238";"44";"20: 6.69 sec elapsed"
"30";"7";"238";"44";"30: 9.72 sec elapsed"
"40";"7";"238";"44";"40: 12.81 sec elapsed"
"50";"7";"238";"44";"50: 15.96 sec elapsed"
"60";"7";"238";"44";"60: 19.08 sec elapsed"
"70";"7";"238";"44";"70: 22.36 sec elapsed"
"80";"7";"238";"44";"80: 25.33 sec elapsed"
"90";"7";"238";"44";"90: 28.38 sec elapsed"
"100";"7";"238";"44";"100: 31.47 sec elapsed"
