"1";"6";"149";"40";"1: 0.61 sec elapsed"
"2";"6";"149";"40";"2: 0.95 sec elapsed"
"3";"4";"148";"38";"3: 1.28 sec elapsed"
"4";"4";"148";"38";"4: 1.63 sec elapsed"
"5";"4";"148";"38";"5: 2 sec elapsed"
"6";"4";"148";"38";"6: 2.41 sec elapsed"
"7";"4";"148";"38";"7: 2.81 sec elapsed"
"8";"4";"148";"38";"8: 3.25 sec elapsed"
"9";"4";"148";"38";"9: 3.66 sec elapsed"
"10";"4";"148";"38";"10: 4.05 sec elapsed"
"20";"4";"148";"38";"20: 8.3 sec elapsed"
"30";"4";"148";"38";"30: 12.3 sec elapsed"
"40";"4";"148";"38";"40: 16.39 sec elapsed"
"50";"4";"148";"38";"50: 20.28 sec elapsed"
"60";"4";"148";"38";"60: 24.19 sec elapsed"
"70";"4";"148";"38";"70: 28.13 sec elapsed"
"80";"4";"148";"38";"80: 32.11 sec elapsed"
"90";"4";"148";"38";"90: 36.08 sec elapsed"
"100";"4";"148";"38";"100: 39.97 sec elapsed"
