"1";"6";"145";"34";"1: 0.58 sec elapsed"
"2";"6";"145";"34";"2: 0.89 sec elapsed"
"3";"6";"145";"34";"3: 1.2 sec elapsed"
"4";"6";"145";"34";"4: 1.5 sec elapsed"
"5";"6";"145";"34";"5: 1.81 sec elapsed"
"6";"6";"145";"34";"6: 2.12 sec elapsed"
"7";"6";"145";"34";"7: 2.45 sec elapsed"
"8";"6";"145";"34";"8: 2.75 sec elapsed"
"9";"6";"145";"34";"9: 3.06 sec elapsed"
"10";"6";"145";"34";"10: 3.36 sec elapsed"
"20";"6";"145";"34";"20: 6.47 sec elapsed"
"30";"6";"145";"34";"30: 9.62 sec elapsed"
"40";"6";"145";"34";"40: 12.83 sec elapsed"
"50";"6";"145";"34";"50: 15.9 sec elapsed"
"60";"6";"145";"34";"60: 18.93 sec elapsed"
"70";"6";"145";"34";"70: 22.04 sec elapsed"
"80";"6";"145";"34";"80: 25.18 sec elapsed"
"90";"6";"145";"34";"90: 28.4 sec elapsed"
"100";"6";"145";"34";"100: 31.48 sec elapsed"
