"1";"10";"115";"35";"1: 0.65 sec elapsed"
"2";"9";"109";"30";"2: 0.98 sec elapsed"
"3";"9";"109";"30";"3: 1.36 sec elapsed"
"4";"9";"109";"30";"4: 1.72 sec elapsed"
"5";"9";"109";"30";"5: 2.03 sec elapsed"
"6";"9";"109";"30";"6: 2.37 sec elapsed"
"7";"9";"109";"30";"7: 2.68 sec elapsed"
"8";"9";"109";"30";"8: 3.03 sec elapsed"
"9";"9";"109";"30";"9: 3.36 sec elapsed"
"10";"9";"109";"30";"10: 3.7 sec elapsed"
"20";"9";"109";"30";"20: 7.07 sec elapsed"
"30";"9";"109";"30";"30: 10.26 sec elapsed"
"40";"9";"109";"30";"40: 13.39 sec elapsed"
"50";"9";"109";"30";"50: 16.62 sec elapsed"
"60";"9";"109";"30";"60: 19.79 sec elapsed"
"70";"9";"109";"30";"70: 23 sec elapsed"
"80";"9";"109";"30";"80: 26.17 sec elapsed"
"90";"9";"109";"30";"90: 29.31 sec elapsed"
"100";"9";"109";"30";"100: 32.47 sec elapsed"
