"1";"5";"173";"48";"1: 0.65 sec elapsed"
"2";"5";"173";"48";"2: 1.06 sec elapsed"
"3";"5";"173";"48";"3: 1.42 sec elapsed"
"4";"5";"173";"48";"4: 1.84 sec elapsed"
"5";"5";"173";"48";"5: 2.25 sec elapsed"
"6";"5";"173";"48";"6: 2.62 sec elapsed"
"7";"5";"173";"48";"7: 3.03 sec elapsed"
"8";"5";"173";"48";"8: 3.45 sec elapsed"
"9";"5";"173";"48";"9: 3.81 sec elapsed"
"10";"5";"173";"48";"10: 4.2 sec elapsed"
"20";"5";"173";"48";"20: 8.14 sec elapsed"
"30";"5";"173";"48";"30: 12.04 sec elapsed"
"40";"5";"173";"48";"40: 15.9 sec elapsed"
"50";"5";"173";"48";"50: 19.25 sec elapsed"
"60";"5";"173";"48";"60: 22.89 sec elapsed"
"70";"5";"173";"48";"70: 26.53 sec elapsed"
"80";"5";"173";"48";"80: 29.97 sec elapsed"
"90";"5";"173";"48";"90: 33.51 sec elapsed"
"100";"5";"173";"48";"100: 36.97 sec elapsed"
