"1";"6";"126";"36";"1: 0.67 sec elapsed"
"2";"6";"126";"36";"2: 0.99 sec elapsed"
"3";"6";"126";"36";"3: 1.35 sec elapsed"
"4";"6";"126";"36";"4: 1.74 sec elapsed"
"5";"5";"123";"34";"5: 2.16 sec elapsed"
"6";"5";"123";"34";"6: 2.53 sec elapsed"
"7";"5";"123";"34";"7: 2.89 sec elapsed"
"8";"5";"123";"34";"8: 3.27 sec elapsed"
"9";"5";"123";"34";"9: 3.64 sec elapsed"
"10";"5";"123";"34";"10: 4.11 sec elapsed"
"20";"5";"123";"34";"20: 9.49 sec elapsed"
"30";"5";"123";"34";"30: 13.83 sec elapsed"
"40";"5";"123";"34";"40: 17.5 sec elapsed"
"50";"5";"123";"34";"50: 21.13 sec elapsed"
"60";"5";"123";"34";"60: 24.66 sec elapsed"
"70";"5";"123";"34";"70: 28.28 sec elapsed"
"80";"5";"123";"34";"80: 31.88 sec elapsed"
"90";"5";"123";"34";"90: 35.47 sec elapsed"
"100";"5";"123";"34";"100: 38.97 sec elapsed"
